45,0.206527817,0.954545455,1.43E-07,0.367930079,0.943378169,-0.026491527,0.522497404,0.877643978,-0.046528757,0.610217343,0.815259084,-0.06627699,0.614489935,0.73193383,-0.084644444,0.573432716,0.482228744,-0.035482589,0.721118166,0.288102424,-0.06136401,0.820396862,0.15583902,-0.07558915,0.894234591,0.045454545,-0.084066443,0.413766863,0.41393584,-0.036991805,0.49721421,0.434876275,-0.075974487,0.488119192,0.647739598,-0.083038896,0.471247075,0.781705607,-0.078607589,0.254263516,0.408272473,-0.040941451,0.333763544,0.516579758,-0.076102935,0.34128229,0.718546104,-0.068460532,0.337782386,0.826622204,-0.053753715,0.105765409,0.440772971,-0.0475563,0.17899335,0.50402699,-0.068203643,0.204699242,0.643919795,-0.060625456,0.208631704,0.71295758,-0.048519637
45,0.237598759,0.954545455,1.17E-07,0.400161608,0.908346588,-0.020825725,0.527756447,0.820262495,-0.040437978,0.588931223,0.742988858,-0.060837351,0.61183786,0.646811857,-0.079367325,0.56904274,0.456675043,-0.03073024,0.707348978,0.278630225,-0.058935158,0.80333422,0.151139167,-0.073988706,0.868184302,0.045454545,-0.083893232,0.413964621,0.391512095,-0.035846479,0.513954996,0.439710858,-0.073923118,0.49561207,0.640060646,-0.080088846,0.464300128,0.710841967,-0.076218866,0.266582307,0.403784699,-0.043488048,0.359402848,0.56807312,-0.076612428,0.352817581,0.723671151,-0.069659583,0.327339928,0.739451057,-0.058049656,0.131815698,0.464098368,-0.053687733,0.205577692,0.628673652,-0.073923118,0.22328158,0.740813977,-0.069200434,0.209869797,0.733683279,-0.060706165
45,0.267910524,0.954545455,1.55E-07,0.395986562,0.924748202,-0.02893707,0.511026681,0.86145058,-0.051881541,0.541146909,0.800863751,-0.074516617,0.508251843,0.721045652,-0.095946655,0.581500448,0.483965087,-0.037942249,0.714738101,0.290688822,-0.068002924,0.807903473,0.152501828,-0.08585044,0.870094873,0.045454545,-0.096923701,0.428992039,0.420871298,-0.038463339,0.438010521,0.471932227,-0.080053255,0.412697858,0.667729353,-0.089172415,0.404456231,0.763620627,-0.086306401,0.27764255,0.42433177,-0.041980732,0.270381716,0.563910496,-0.079401881,0.290887425,0.741485191,-0.073279016,0.318165468,0.813326986,-0.060088795,0.139307694,0.465759035,-0.048494425,0.129905127,0.590370593,-0.073213875,0.168252853,0.730002169,-0.068133205,0.210298772,0.78130189,-0.057157632
45,0.294873885,0.954545455,1.01E-07,0.429906311,0.90910341,-0.022363454,0.552141058,0.811117782,-0.040846769,0.56856148,0.706122291,-0.059345122,0.493686671,0.60509033,-0.076459855,0.583185476,0.466631379,-0.0291913,0.684154521,0.276565466,-0.054472383,0.766274162,0.152293993,-0.068759732,0.825239066,0.045454545,-0.078745835,0.432558572,0.413659732,-0.03188334,0.462511714,0.464320951,-0.064608879,0.453171705,0.649200947,-0.070805073,0.44095995,0.701919346,-0.069120668,0.29416481,0.434535841,-0.037177175,0.326119148,0.572452538,-0.067015164,0.348841781,0.724926505,-0.060668577,0.353614596,0.741119807,-0.051163737,0.174760934,0.496509048,-0.045208167,0.210114475,0.657250583,-0.065390922,0.242486331,0.771195689,-0.062202588,0.250195312,0.765418957,-0.055525135
45,0.363200759,0.954545455,1.14E-07,0.487253535,0.908248635,-0.023450024,0.598117557,0.820925653,-0.042891499,0.606427287,0.724791111,-0.062189806,0.531842228,0.635293113,-0.080228284,0.613338963,0.484463742,-0.031667557,0.695980977,0.292287671,-0.057637244,0.758960237,0.156207751,-0.071123153,0.796359799,0.045454545,-0.080171026,0.462337597,0.437583275,-0.033585932,0.479177291,0.484658535,-0.066885538,0.477964858,0.681311991,-0.070607767,0.480329584,0.741316201,-0.066541955,0.324934996,0.459534652,-0.038281664,0.346665796,0.594038401,-0.069634259,0.378937975,0.750680575,-0.061330836,0.397132662,0.777242826,-0.049677406,0.203640201,0.518219444,-0.045668855,0.227898224,0.6642487,-0.06734366,0.271326377,0.782413091,-0.063220583,0.294798215,0.787228988,-0.055203479
45,0.273158069,0.954545455,1.70E-07,0.403877965,0.93362624,-0.027070029,0.531294698,0.875151809,-0.048860144,0.571780822,0.815236257,-0.069951855,0.52643092,0.744405199,-0.090401039,0.586566104,0.481843415,-0.036903515,0.720896864,0.28906756,-0.064141162,0.815412783,0.151062074,-0.080623418,0.880475303,0.045454545,-0.09073627,0.430285495,0.415208548,-0.036512408,0.43247893,0.466691005,-0.072689585,0.407240492,0.667193631,-0.080008827,0.404761894,0.770747854,-0.077215232,0.274344864,0.416431878,-0.038719356,0.258101558,0.555031872,-0.070231214,0.279865777,0.737270457,-0.063470691,0.313319642,0.822318691,-0.051374383,0.133134487,0.458681256,-0.043887526,0.119524697,0.579805274,-0.064085282,0.155374121,0.728878392,-0.058442205,0.198538408,0.79369654,-0.048245549
45,0.278108049,0.954545455,1.01E-07,0.4252557,0.923095359,-0.023851849,0.5552549,0.844386741,-0.042594749,0.601608197,0.769016011,-0.0610958,0.56965138,0.678778391,-0.07853879,0.588870418,0.466061244,-0.032014079,0.7062373,0.277170376,-0.057800677,0.79368634,0.150496522,-0.073157765,0.859519408,0.045454545,-0.082831517,0.43236455,0.402216378,-0.033616293,0.482583145,0.454675542,-0.070134714,0.470583201,0.659624453,-0.078357406,0.452948615,0.770370114,-0.075697124,0.279553302,0.413136318,-0.037485793,0.32780239,0.545888917,-0.070195176,0.344935301,0.734217268,-0.064270005,0.347716626,0.821294369,-0.052026659,0.140480592,0.467619911,-0.043864429,0.182880396,0.589672377,-0.064995535,0.223596595,0.73279682,-0.060037736,0.242870489,0.789664214,-0.049970984
45,0.322509973,0.954545455,1.83E-07,0.446331247,0.952022356,-0.03005065,0.582062574,0.913811774,-0.056882113,0.633342469,0.870358262,-0.082989998,0.575846845,0.818072603,-0.109156959,0.62113076,0.493943883,-0.048701245,0.739637162,0.303412317,-0.081099831,0.821249533,0.159318309,-0.100946553,0.875926091,0.045454545,-0.113587022,0.446372008,0.418080588,-0.049853068,0.458980527,0.543595131,-0.091909215,0.463162514,0.76957839,-0.100119606,0.473513683,0.88065144,-0.097579703,0.276151614,0.43459197,-0.053426657,0.280945787,0.644752556,-0.090019047,0.33056104,0.837164947,-0.082458392,0.376542199,0.925237468,-0.069345377,0.126938429,0.499686385,-0.060308035,0.124073909,0.66335654,-0.084939227,0.1891604,0.819294661,-0.078973405,0.247031488,0.888491968,-0.06769149
45,0.299604888,0.954545455,1.55E-07,0.434900259,0.925700336,-0.021693353,0.562450764,0.875197579,-0.043860722,0.607167601,0.817274724,-0.066474229,0.569097788,0.741674292,-0.087888747,0.602513368,0.472909801,-0.034910124,0.711240101,0.294800718,-0.061789807,0.796458429,0.155201781,-0.077293023,0.856096066,0.045454545,-0.08783298,0.434386931,0.40224335,-0.038785927,0.486977573,0.535033026,-0.068816446,0.47907877,0.722153063,-0.072831661,0.469908729,0.748057502,-0.070712514,0.279805148,0.426172716,-0.045115478,0.327961832,0.648547881,-0.070824057,0.348266798,0.782094384,-0.06262631,0.355577694,0.766841613,-0.053536288,0.143903934,0.499365481,-0.054428566,0.180738794,0.690613127,-0.070935585,0.222252124,0.804746998,-0.06441085,0.240380171,0.799097789,-0.056073688
45,0.333076004,0.954545455,1.71E-07,0.464093818,0.924446892,-0.023872824,0.582303385,0.865823696,-0.046196546,0.622126834,0.801589426,-0.06887988,0.60091632,0.713163278,-0.090401389,0.617645652,0.470932315,-0.034633581,0.72178067,0.295179161,-0.061798256,0.794280148,0.153943615,-0.077621266,0.845485729,0.045454545,-0.08818838,0.446468195,0.406367996,-0.037233867,0.487676443,0.517019148,-0.069488466,0.488335945,0.700868373,-0.074799679,0.487729964,0.741374199,-0.072807975,0.291097871,0.430286661,-0.04251742,0.331906517,0.612590107,-0.070263013,0.367752837,0.758969994,-0.061964232,0.38606353,0.773774902,-0.051673744,0.154514271,0.50270406,-0.050899193,0.190153461,0.672675247,-0.069543786,0.245042384,0.790893763,-0.063789964,0.277750117,0.800568213,-0.055020917
